"","Iteration","Seconds"
"1372","Final",2714
"1373","Final",2600
"1374","Final",2413
"1375","Final",2061
"1376","Final",2648
"1377","Final",2370
"1378","Final",2593
"1379","Final",2225
"1380","Final",2026
"1381","Final",2110
"1382","Final",2278
"1383","Final",2104
"1384","Final",2252
"1385","Final",2327
"1386","Final",2296
"1387","Final",2367
"1388","Final",2328
"1389","Final",2296
"1390","Final",2367
"1391","Final",2038
"1392","Final",1870
"1393","Final",2413
"1394","Final",2221
"1395","Final",2084
"1396","Final",2372
"1397","Final",2166
"1398","Final",2021
"1399","Final",2223
"1400","Final",1786
"1401","Final",2188
"1402","Final",2175
"1403","Final",1722
"1404","Final",2029
"1405","Final",2416
"1406","Final",1906
"1407","Final",2097
"1408","Final",2268
"1409","Final",2258
"1410","Final",2302
"1411","Final",2187
"1412","Final",2650
"1413","Final",2376
"1414","Final",2373
"1415","Final",2485
"1416","Final",2155
"1417","Final",2673
"1418","Final",2155
"1419","Final",2496
"1420","Final",1936
"1421","Final",2619
"1422","Final",2677
"1423","Final",2620
"1424","Final",2595
"1425","Final",2013
"1426","Final",1772
"1427","Final",2677
"1428","Final",2459
"1429","Final",2314
"1430","Final",2500
"1431","Final",2619
"1432","Final",1952
"1433","Final",2515
"1434","Final",2808
"1435","Final",2657
"1436","Final",2210
"1437","Final",2111
"1438","Final",2493
"1439","Final",2413
"1440","Final",2487
"1441","Final",2619
"1442","Final",1925
"1443","Final",2518
"1444","Final",2192
"1445","Final",2237
"1446","Final",2262
"1447","Final",2562
"1448","Final",2314
"1449","Final",2679
"1450","Final",2105
"1451","Final",2673
"1452","Final",2198
"1453","Final",2350
"1454","Final",2001
"1455","Final",2001
"1456","Final",2409
"1457","Final",2459
"1458","Final",2553
"1459","Final",2485
"1460","Final",1815
"1461","Final",1792
"1462","Final",2569
"1463","Final",2586
"1464","Final",2640
"1465","Final",1962
"1466","Final",2287
"1467","Final",2495
"1468","Final",2569
"1469","Final",2650
"1470","Final",2180
"1471","Final",2595
"1472","Final",2254
"1473","Final",2340
"1474","Final",2676
"1475","Final",2640
"1476","Final",2317
"1477","Final",2543
"1478","Final",2083
"1479","Final",2599
"1480","Final",1939
"1481","Final",2112
"1482","Final",2605
"1483","Final",2584
"1484","Final",2544
"1485","Final",2392
"1486","Final",1969
"1487","Final",2133
"1488","Final",2642
"1489","Final",2584
"1490","Final",2274
"1491","Final",2006
"1492","Final",2218
"1493","Final",2369
"1494","Final",2642
"1495","Final",2102
"1496","Final",2544
"1497","Final",2423
"1498","Final",1989
"1499","Final",2131
"1500","Final",1992
"1501","Final",2241
"1502","Final",2381
"1503","Final",2372
"1504","Final",2009
"1505","Final",2469
"1506","Final",2215
"1507","Final",2311
"1508","Final",2478
"1509","Final",1942
"1510","Final",2318
"1511","Final",1798
"1512","Final",2637
"1513","Final",2259
"1514","Final",2322
"1515","Final",1938
"1516","Final",2642
"1517","Final",2392
"1518","Final",2328
"1519","Final",2542
"1520","Final",2524
"1521","Final",2599
"1522","Final",2059
"1523","Final",2398
"1524","Final",2610
"1525","Final",2105
"1526","Final",1798
"1527","Final",2609
"1528","Final",2478
"1529","Final",2205
"1530","Final",2095
"1531","Final",2242
"1532","Final",2262
"1533","Final",2012
"1534","Final",2404
"1535","Final",2600
"1536","Final",2609
"1537","Final",1937
"1538","Final",2582
"1539","Final",1911
"1540","Final",2550
"1541","Final",1867
"1542","Final",2498
"1543","Final",2244
"1544","Final",2407
"1545","Final",2279
"1546","Final",2515
"1547","Final",2265
"1548","Final",2376
"1549","Final",2594
"1550","Final",2736
"1551","Final",2624
"1552","Final",2337
"1553","Final",2488
"1554","Final",2344
"1555","Final",2350
"1556","Final",2617
"1557","Final",2449
"1558","Final",2336
"1559","Final",2390
"1560","Final",2541
"1561","Final",2298
"1562","Final",2523
"1563","Final",2510
"1564","Final",2686
"1565","Final",2372
"1566","Final",2705
"1567","Final",2425
"1568","Final",2401
"1569","Final",2513
"1570","Final",2647
"1571","Final",2542
"1572","Final",2449
"1573","Final",2298
"1574","Final",2511
"1575","Final",2306
"1576","Final",2637
"1577","Final",2525
"1578","Final",2728
"1579","Final",2373
"1580","Final",2736
"1581","Final",2401
"1582","Final",2599
"1583","Final",2556
"1584","Final",2530
"1585","Final",2649
"1586","Final",2327
"1587","Final",2571
"1588","Final",2616
"1589","Final",2616
"1590","Final",2343
"1591","Final",2407
"1592","Final",2594
"1593","Final",2736
"1594","Final",2351
"1595","Final",2652
"1596","Final",2638
"1597","Final",2652
"1598","Final",2617
"1599","Final",2343
"1600","Final",2265
"1601","Final",2724
"1602","Final",2401
"1603","Final",2525
"1604","Final",2635
"1605","Final",2530
"1606","Final",2612
"1607","Final",2290
"1608","Final",2341
"1609","Final",2085
"1610","Final",2472
"1611","Final",2465
"1612","Final",2326
"1613","Final",2390
"1614","Final",2645
"1615","Final",2556
"1616","Final",1845
"1617","Final",2282
"1618","Final",2747
"1619","Final",2500
"1620","Final",2285
"1621","Final",2083
"1622","Final",2346
"1623","Final",2452
"1624","Final",1939
"1625","Final",2279
"1626","Final",2128
"1627","Final",2058
"1628","Final",2656
"1629","Final",2488
"1630","Final",2471
"1631","Final",2378
"1632","Final",2632
"1633","Final",2653
"1634","Final",2347
"1635","Final",2562
"1636","Final",2509
"1637","Final",1984
"1638","Final",2452
"1639","Final",2674
"1640","Final",2326
"1641","Final",2151
"1642","Final",2543
"1643","Final",2612
"1644","Final",2541
"1645","Final",2411
"1646","Final",2540
"1647","Final",2454
"1648","Final",1984
"1649","Final",2690
"1650","Final",2452
"1651","Final",2550
"1652","Final",2735
"1653","Final",2433
"1654","Final",2615
"1655","Final",2166
"1656","Final",2650
"1657","Final",2646
"1658","Final",2533
"1659","Final",2646
"1660","Final",2650
"1661","Final",2540
"1662","Final",2343
"1663","Final",2495
"1664","Final",2652
"1665","Final",2205
"1666","Final",2262
"1667","Final",2495
"1668","Final",2692
"1669","Final",2549
"1670","Final",2616
"1671","Final",2484
"1672","Final",2554
"1673","Final",2390
"1674","Final",2631
"1675","Final",2236
"1676","Final",2595
"1677","Final",2427
"1678","Final",2628
"1679","Final",2262
"1680","Final",2574
"1681","Final",2725
"1682","Final",2613
"1683","Final",2110
"1684","Final",2565
"1685","Final",2645
"1686","Final",2674
"1687","Final",2522
"1688","Final",2494
"1689","Final",2525
"1690","Final",2352
"1691","Final",2509
"1692","Final",2340
"1693","Final",2648
"1694","Final",2493
"1695","Final",2491
"1696","Final",2442
"1697","Final",2542
"1698","Final",2638
"1699","Final",2270
"1700","Final",2654
"1701","Final",2509
"1702","Final",2377
"1703","Final",2050
"1704","Final",2260
"1705","Final",2251
"1706","Final",2522
"1707","Final",2545
"1708","Final",1825
"1709","Final",2148
"1710","Final",2723
"1711","Final",2398
"1712","Final",2190
"1713","Final",2217
"1714","Final",1825
"1715","Final",2168
"1716","Final",2041
"1717","Final",2202
"1718","Final",2391
"1719","Final",2352
"1720","Final",1786
"1721","Final",1912
"1722","Final",2077
"1723","Final",2049
"1724","Final",2152
"1725","Final",1981
"1726","Final",2190
"1727","Final",2444
"1728","Final",1885
"1729","Final",1886
"1730","Final",1968
"1731","Final",2057
"1732","Final",2522
"1733","Final",1855
"1734","Final",2330
"1735","Final",1988
"1736","Final",2171
"1737","Final",1855
"1738","Final",2014
"1739","Final",2311
"1740","Final",1874
"1741","Final",1893
"1742","Final",2556
"1743","Final",2333
"1744","Final",1802
"1745","Final",2264
"1746","Final",2243
"1747","Final",2370
"1748","Final",1864
"1749","Final",2279
"1750","Final",2150
"1751","Final",2170
"1752","Final",1961
"1753","Final",2160
"1754","Final",1825
"1755","Final",1757
"1756","Final",2723
"1757","Final",2074
"1758","Final",2346
"1759","Final",2048
"1760","Final",1605
"1761","Final",2208
"1762","Final",2652
"1763","Final",1685
"1764","Final",2137
"1765","Final",2167
"1766","Final",2211
"1767","Final",2076
"1768","Final",1958
"1769","Final",2048
"1770","Final",1924
"1771","Final",2177
"1772","Final",2283
"1773","Final",2178
"1774","Final",1772
"1775","Final",2357
"1776","Final",1881
"1777","Final",2233
"1778","Final",2279
"1779","Final",2152
"1780","Final",2082
"1781","Final",1865
"1782","Final",1890
